Respect,S.F.C.,Hip-Hop / Rap / R&B,Drums,1994
Welfare News,Sir Ham,Hip-Hop / Rap / R&B,Sound Effect / Other,1990
Battle Breaks 82 - 84 (Side A),DJ Dee Nasty,Hip-Hop / Rap / R&B,Drums,2001
Soaking,D. Day Squad,Hip-Hop / Rap / R&B,Hook / Riff,1988
Running on Sunshine,Jesus Jackson,Electronic / Dance,Drums,2006
Mega Mix V,2 Live Crew,Hip-Hop / Rap / R&B,Sound Effect / Other,1991
Dollar Dreams,DJ Jubilee,Hip-Hop / Rap / R&B,Multiple Elements,1998
Dollar Dreams,Bigg Ramp,Hip-Hop / Rap / R&B,Multiple Elements,1998
Super Bass,Smokey Dee,Hip-Hop / Rap / R&B,Hook / Riff,1987
Super Bass,Grandmaster Love,Hip-Hop / Rap / R&B,Hook / Riff,1987
A-ha,Nona Reeves,Rock / Pop,Hook / Riff,2009
Strictly for Business,Finesse & Synquis,Hip-Hop / Rap / R&B,Sound Effect / Other,1988
And I'm Ron C,Ron C,Hip-Hop / Rap / R&B,Drums,1992
Here We Go Again,King Bee,Hip-Hop / Rap / R&B,Multiple Elements,1993
Kick Out the James,Floormaster Squeeze,Electronic / Dance,Hook / Riff,1988
Go for Your Guns,Kool G Rap & DJ Polo,Hip-Hop / Rap / R&B,Drums,1992
Welcome to the Yard,Off Tha Corna,Hip-Hop / Rap / R&B,Drums,1992
Hard as Hell (Vocal),Chillin Dré,Hip-Hop / Rap / R&B,Sound Effect / Other,1987
Road to My Riches (Live),Vanilla Ice,Hip-Hop / Rap / R&B,Drums,1991
Chilled,DJ Shadow,Hip-Hop / Rap / R&B,Hook / Riff,2008
Chilled,Cut Chemist,Hip-Hop / Rap / R&B,Hook / Riff,2008
Hit Me,DJ KJ & MC Kooley C,Hip-Hop / Rap / R&B,Sound Effect / Other,1988
Gimmie What Cha Got,FM (2),Hip-Hop / Rap / R&B,Hook / Riff,1992
900 Anthem,YZ,Hip-Hop / Rap / R&B,Hook / Riff,1994
They Shoulda Killed Me,Brokin English Klik,Hip-Hop / Rap / R&B,Drums,1993
Roc Steady,MC Lõc,Hip-Hop / Rap / R&B,Drums,1994
Final Chapter,Compton's Most Wanted,Hip-Hop / Rap / R&B,Drums,1990
Cartoons,Da Youngsta's,Hip-Hop / Rap / R&B,Hook / Riff,1992
I Like My Beats Hard,Mad Doctor X,Electronic / Dance,Drums,1996
Great Five Lakes,Buffalo Daughter,Rock / Pop,Hook / Riff,1998
Wait Till I Get Home,C-Note (2),Rock / Pop,Sound Effect / Other,1999
Infinite Potential,Luke Vibert,Electronic / Dance,Drums,2007
Love Struck,Tony! Toni! Toné!,Hip-Hop / Rap / R&B,Hook / Riff,1988
Get Funky Everybody,True Mathematics,Hip-Hop / Rap / R&B,Hook / Riff,1988
Blow My Sox Off,King Tee,Hip-Hop / Rap / R&B,Hook / Riff,1993
Chain (Follow Up 30 Mix),Back-On,Soundtrack / Library,Sound Effect / Other,2007
Do You Speak Martien? (Lunatic Mix),DJ Daddy K,Hip-Hop / Rap / R&B,Hook / Riff,1991
Passion,Purple Penguin,Electronic / Dance,Drums,1996
Now My Day Begins,Overlord X,Hip-Hop / Rap / R&B,Drums,1989
Autobacs,Buffalo Daughter,Rock / Pop,Hook / Riff,1998
High in the Jungle,The Core (Breakbeat Hardcore),Electronic / Dance,Sound Effect / Other,1993
Gotta Groove,Dynamo Productions,Electronic / Dance,Sound Effect / Other,2002
Ain't No Stoppin' the Funky Bunch,Marky Mark and the Funky Bunch,Hip-Hop / Rap / R&B,Sound Effect / Other,1991
Breaktionary Vol.3 Side A,DJ Q-Bert,Soul / Funk / Disco,Multiple Elements,2006
Run,Plug,Electronic / Dance,Drums,2012
Growin' Up in the Hood (Big O.G. Hood Funky Beat Remix),Compton's Most Wanted,Hip-Hop / Rap / R&B,Drums,1991
Boops (Instrumental),Sly & Robbie,Electronic / Dance,Hook / Riff,1987
Top Choice,Awesome Dré,Hip-Hop / Rap / R&B,Sound Effect / Other,1989
Pharoah of the Kayo,Labtekwon,Hip-Hop / Rap / R&B,Drums,1993
Timbre,The Woodzmen,Hip-Hop / Rap / R&B,Drums,1992
"Snap, Crackle, Pop",L'Trimm,Hip-Hop / Rap / R&B,Sound Effect / Other,1991
Last Christmas,Rap Allstars,Hip-Hop / Rap / R&B,Hook / Riff,1998
Last Christmas,Leroy Daniels,Hip-Hop / Rap / R&B,Hook / Riff,1998
So Damn Fresh,DJ Zinc,Electronic / Dance,Drums,1995
Volte / Face (Volte / Flow),Disiz La Peste,Hip-Hop / Rap / R&B,Sound Effect / Other,2001
Give It a Rest,She Rockers,Hip-Hop / Rap / R&B,Drums,1988
Hit List,Rodney O and Joe Cooley,Hip-Hop / Rap / R&B,Sound Effect / Other,1991
